230	 0 0 37.3429 36.1714 1 1 41.4118 31.9118 2 2 48.4412 34.3235 3 3 51.8333 31.75 4 4 61.8857 37 5 5 59.7568 31.8649 6 6 66.6176 32.3529 7 7 73.7941 31.5882 8 8 78.2571 35.3714 9 9 84.0278 34.3056 10 10 31.5 36.5 11 11 36.7714 41.5714 12 12 43.0882 36.9412 13 13 48.0541 40.2162 14 14 54.8857 37.3143 15 15 68.8235 37.4118 16 16 67.5714 42.6 17 17 74.5294 37.2941 18 18 80.9375 39.5938 19 19 83.6286 42.4857 20 20 32.5294 43.5294 21 21 39.3125 46.3438 22 22 43.7353 43.9118 23 23 49.1212 45.8485 24 24 54.8235 43.2353 25 25 60.7568 47.3243 26 26 60.5676 41.4595 27 27 74.2 43.4 28 28 75.25 47.6389 29 29 86.8947 46.6579 30 30 31.3714 49.4571 31 31 38.9722 53.3056 32 32 44.7647 50.8529 33 33 55.5676 53.1081 34 34 53.6667 49.0833 35 35 65.4722 52.3611 36 36 66.8485 47.9697 37 37 75.2857 51.6286 38 38 82.1143 49.0571 39 39 86.1212 54 40 40 33.7714 53.3143 41 41 36.303 59.697 42 42 41.6486 56.1351 43 43 48.6364 54.9394 44 44 56.8857 57.4857 45 45 63.5625 56.5312 46 46 69.4118 55.6176 47 47 73.8421 58.0263 48 48 80.4412 55.3529 49 49 88.2353 58.6765 50 50 31.4571 60.8857 51 51 39.1389 63.6667 52 52 45.9412 60.8235 53 53 50.9444 62.0278 54 54 54.8125 62.9375 55 55 59.8824 62.3529 56 56 67.625 61.4062 57 57 71.0588 65.4412 58 58 77.7647 61.8235 59 59 83.6471 60.9706 60 60 34.1667 67.0278 61 61 39.5714 70.5714 62 62 45.9706 66.0588 63 63 51.5263 69.9211 64 64 58.3714 69.2857 65 65 63.8824 65.7059 66 66 68.6 70.0286 67 67 79.0909 68.1818 68 68 83.4286 68.2 69 69 88.1212 66 70 70 31.9091 73.1818 71 71 39.1667 75.4444 72 72 45.0968 71.5161 73 73 48.7429 76.3429 74 74 55.2647 73.9706 75 75 62.9189 72.9459 76 76 67.6857 76.5143 77 77 74.1471 69.3235 78 78 79.5882 74.4118 79 79 86.7143 72.8 80 80 33.0857 75.7143 81 81 36.7647 80.1471 82 82 43.5625 80.2812 83 83 49.4242 83.8485 84 84 52.1667 80.9722 85 85 61.0286 78.4286 86 86 68.2895 82.4474 87 87 73.4286 76.0857 88 88 81.9412 79.4412 89 89 87.4545 79.6364 90 90 32.4242 84.5455 91 91 38.75 85.125 92 92 44.4722 85.6389 93 93 54.3429 81.5429 94 94 59.3529 84.7353 95 95 64.1176 85 96 96 72.2121 86.3939 97 97 75.1429 81.0286 98 98 80.4242 87.0606 99 99 81.4722 83.3056
240	 0 0 36.6857 36.3143 1 1 41.9189 31.8919 2 2 48.9412 34.7941 3 3 51.4118 31.5294 4 4 61.2121 36.0909 5 5 59.2059 31.7059 6 6 66.3056 32.6667 7 7 74 31.5 8 8 78.4 34.9429 9 9 84.0857 34.2286 10 10 31.3438 36.4375 11 11 36.9429 41.8571 12 12 42.75 36.9375 13 13 47.9189 40.1351 14 14 54.7059 37.3529 15 15 68.7222 37.7778 16 16 67.5 42.5 17 17 74.1111 37.3056 18 18 80.8857 39.7143 19 19 82.6857 43.1429 20 20 31.5882 42.9706 21 21 39.129 46.5161 22 22 43.6154 43.8718 23 23 49.4545 46.1818 24 24 55.0556 43.0556 25 25 60.5758 47.4242 26 26 61.0541 41.6216 27 27 73.9118 43.9412 28 28 76.1389 47.8889 29 29 86.9375 47.25 30 30 31.4688 49.0625 31 31 38.3235 52.2941 32 32 44.3333 50.7222 33 33 55.7059 52.9706 34 34 54.1212 48.8485 35 35 64 52.7576 36 36 66.6452 47.7419 37 37 73.6053 51.2895 38 38 82.5588 49.7059 39 39 86.8611 53.9444 40 40 33.3514 53.3784 41 41 36.4286 59.4286 42 42 41.9429 56.9429 43 43 48.3529 54.3824 44 44 56.0909 57.1212 45 45 63.5 56.1176 46 46 69.6667 55.6389 47 47 74.2258 58 48 48 79.6111 54.9167 49 49 88.2581 59 50 50 31.4571 61.1143 51 51 39.8857 63.9714 52 52 45.8824 60.6176 53 53 50.7778 61.1389 54 54 55.0882 63.2941 55 55 59.9429 61.6 56 56 66.8788 61.3939 57 57 71.6944 64.5278 58 58 77.7576 61.4242 59 59 83.1765 60.8824 60 60 33.6364 66.5455 61 61 39.697 70.8182 62 62 45.9714 66.2 63 63 51.5625 69.4375 64 64 58.6757 69.1351 65 65 64 66 66 66 69.1471 70.5882 67 67 79 68 68 68 83.7778 67.9167 69 69 88.0909 65.8182 70 70 32 73 71 71 39.2778 75.5556 72 72 45.3824 71.3529 73 73 49.4324 76 74 74 55.3056 73.5 75 75 63.1579 72.8947 76 76 67.7222 76.3889 77 77 73.8286 69.4857 78 78 79.4286 74.4286 79 79 86.7647 72.7353 80 80 33.4857 74.4571 81 81 36.0625 80 82 82 43.1176 79.7647 83 83 49.2857 83.3714 84 84 52.9714 80.5429 85 85 60.9143 78.4286 86 86 68.25 83.1389 87 87 73.5714 76.5714 88 88 81.7353 78.2647 89 89 87.4571 79.8857 90 90 32.4848 84.3333 91 91 39.0278 84.9444 92 92 44.6 85.5143 93 93 53.7879 82.3333 94 94 59.5 84.8824 95 95 64.1765 84.0882 96 96 72.2778 86.2222 97 97 75.3125 82.1562 98 98 80.2059 87 99 99 82.303 82.5758
250	 0 0 37.1765 36.3235 1 1 42.9394 31.6364 2 2 49.0938 34.5938 3 3 51.8529 31.5882 4 4 61.3158 36.1316 5 5 59.2121 31.9394 6 6 66.6571 32.2 7 7 74.2121 31.9394 8 8 78.1944 34.8889 9 9 84.0312 34.9062 10 10 31.5 36.5 11 11 36.9737 41.7105 12 12 42.7097 36.7742 13 13 47.2973 40.2432 14 14 54.8125 37.3125 15 15 68.5526 38.7368 16 16 67.5 42.8824 17 17 72.5278 36.75 18 18 80.7647 39.6176 19 19 82.1667 43.3333 20 20 32.3611 43.2778 21 21 40.0625 46.1875 22 22 45.4848 43.1212 23 23 49.6667 46.303 24 24 55.1892 43.4324 25 25 60.2571 48.0286 26 26 60.8485 41.4848 27 27 74.2941 43.7353 28 28 75.6857 49.1143 29 29 86.8438 47.1562 30 30 31.3235 49 31 31 38.0588 52.8824 32 32 43.9412 50.6765 33 33 56.2778 53.5833 34 34 54.5938 48.9375 35 35 66.1622 53.2703 36 36 66.5 47.5625 37 37 74.1471 50.3824 38 38 82.3235 49.6471 39 39 86.8 53.4 40 40 33.5946 52.4595 41 41 36.3714 59.6286 42 42 42.0278 56.5278 43 43 48.2188 53.7188 44 44 54.9375 57.0312 45 45 63.3143 56.1429 46 46 70.5758 55.1818 47 47 74.4412 57.9118 48 48 80.3143 55.9714 49 49 88.0294 58.7941 50 50 31.5161 59.8065 51 51 40.1111 64.1111 52 52 46.2162 60.2703 53 53 51.0789 61.2632 54 54 55.2059 63.5588 55 55 59.9394 61.303 56 56 67.1143 61.4571 57 57 70.7778 65.1111 58 58 77.7188 61.6875 59 59 83.3333 61.4848 60 60 32.5556 66.1944 61 61 39.8235 70.6176 62 62 45.4 66.0857 63 63 51.75 69.6389 64 64 58.5405 68.5946 65 65 64.0333 66.1333 66 66 68.5135 70.5405 67 67 78.5 68 68 68 83.4286 68.1143 69 69 88.1562 65.75 70 70 31.7778 73.5 71 71 39.9412 75.7353 72 72 45.6857 71.5143 73 73 50.027 77 74 74 54.9118 73.9412 75 75 62.2571 72.8857 76 76 67.5625 76.8125 77 77 74.1111 70.1111 78 78 79.4242 74.303 79 79 87.05 72.825 80 80 33.7941 73.5 81 81 35.9459 79.7297 82 82 42.4375 79.5625 83 83 49.2286 83.2571 84 84 53.5 79.7059 85 85 61.4054 78.2973 86 86 68.9091 83.1212 87 87 73.5152 76.3333 88 88 82.5405 78.4595 89 89 87.7419 80.0645 90 90 32.4242 84.5455 91 91 39 85.0556 92 92 44.6667 85.5 93 93 53.4118 82.9118 94 94 59.4286 85 95 95 64.5263 84.2105 96 96 72.6 86.1714 97 97 75.3143 81.6857 98 98 80.5 87.0882 99 99 81.7273 82.9394
260	 0 0 36.7143 37.0857 1 1 41.7714 31.6286 2 2 48.6061 34.1212 3 3 51.8611 31.8333 4 4 61.2286 36.4571 5 5 59.3143 31.6286 6 6 66.6061 32.2727 7 7 73.9118 31.9412 8 8 78.2571 34.8286 9 9 84.1765 35.3529 10 10 31.3438 36.4375 11 11 37.9167 42.3333 12 12 42.7576 37.1212 13 13 47.8788 38.9091 14 14 55.3939 37.7576 15 15 69.3158 38.5263 16 16 67.7273 42.6364 17 17 72.1944 37.1667 18 18 80.4242 39.8485 19 19 82.2059 43.7353 20 20 31.8529 42.8529 21 21 40.0588 46.2647 22 22 45.1765 43.2647 23 23 50.0606 45.6667 24 24 55.1143 42.7143 25 25 60.0588 48.0882 26 26 62 42.1471 27 27 74.6452 43.9355 28 28 75.7222 49.5278 29 29 87.0606 46.8788 30 30 31.3784 49.6757 31 31 37.8611 54.0833 32 32 43.7188 50.5312 33 33 56.2432 53.3243 34 34 54.3143 48.7429 35 35 66.8235 53.7059 36 36 66.0625 47.75 37 37 73.8056 49.5278 38 38 82.8387 49.6129 39 39 85.8182 53.4848 40 40 34.8333 51.6389 41 41 36.6471 59.3824 42 42 42.4 57.6 43 43 47.8919 53.2162 44 44 54.9697 56.7879 45 45 63.5 56.1765 46 46 70.8235 55.0294 47 47 74.2353 57.8824 48 48 80.4324 56.2432 49 49 87.8529 58.9412 50 50 31.6667 59.9394 51 51 39.8571 64.7429 52 52 46.7059 60.2059 53 53 50.6486 62.0541 54 54 55 63.8378 55 55 59.3784 60.4865 56 56 67.0323 61.3548 57 57 70.5135 64.973 58 58 77.7273 62.2424 59 59 83.25 62.1944 60 60 33.2286 65.4571 61 61 40.1176 70.4706 62 62 45.6286 66.4857 63 63 51.8788 70.2121 64 64 58.4595 68.5405 65 65 64.0968 66.1935 66 66 68.7429 70.6571 67 67 78.4857 68.4857 68 68 83.6 69.2 69 69 88.0588 66.0882 70 70 31.7778 73.8889 71 71 40.1935 75.6129 72 72 45.9062 71.7812 73 73 48.8 76.8857 74 74 54.8 74.7714 75 75 61.9459 71.973 76 76 67.5 76.5 77 77 74 69.8824 78 78 79.4242 74.6364 79 79 87.303 73.0303 80 80 33.4865 73.1622 81 81 35.4054 78.8919 82 82 43.6471 79.9706 83 83 49 83.6364 84 84 55.8529 81.2647 85 85 61.5135 78.1351 86 86 68.0294 83.8235 87 87 73.4242 76.303 88 88 82.6765 78.8529 89 89 87.6176 80.1176 90 90 33.5278 84.6667 91 91 39.3333 83.4848 92 92 44.1613 86.2258 93 93 53.2121 82.5152 94 94 59.1935 85.3226 95 95 64.0286 84.4857 96 96 72.9118 86.0588 97 97 73.9118 81.2647 98 98 80.0909 86.8485 99 99 81.1389 82.3333
270	 0 0 36.8788 36.6667 1 1 41.6571 31.1714 2 2 48.1944 33.7222 3 3 52.1875 31.8125 4 4 61.2424 36.6061 5 5 59.1143 31.7714 6 6 66.5135 32.7568 7 7 73.5882 31.7353 8 8 77.9412 35.6471 9 9 84.2424 35.9394 10 10 31.3333 36.0833 11 11 37.7714 42.5714 12 12 43 36.6857 13 13 48.6286 39.4857 14 14 55.3824 37.3529 15 15 68.1818 38.2121 16 16 67.6176 42.6471 17 17 72.6552 36.6207 18 18 79.9394 40 19 19 82.7222 43.5 20 20 32.2571 42.2571 21 21 40.375 46.25 22 22 44.1667 43.3056 23 23 50.4286 46.1143 24 24 55.3714 43.0571 25 25 60 48 26 26 61.4545 41.6364 27 27 74.4 43.3714 28 28 75.5405 49.2432 29 29 87.6471 47.2353 30 30 31.6111 49.6944 31 31 37.2857 52.8857 32 32 43.75 50.8611 33 33 55.2647 53.4706 34 34 54.2121 49.0303 35 35 65.7714 53.2 36 36 65.9394 47.7576 37 37 72.5676 49.6216 38 38 82.9412 48.9118 39 39 84.1622 53.8649 40 40 34.3824 52.3824 41 41 37.2333 59.6333 42 42 41.7273 57.0606 43 43 47.7647 53.1471 44 44 55.2162 58.5676 45 45 63.1176 56.3824 46 46 70.4848 55.4848 47 47 74.0882 58.1765 48 48 80.2857 55.7429 49 49 88.0278 58.8889 50 50 31.9091 60.1818 51 51 39.3333 64.6667 52 52 46.5758 60.1818 53 53 50.3846 61.4103 54 54 54.5312 64.4688 55 55 59.697 60 56 56 67.3125 61.3125 57 57 70.6944 65 58 58 77.6765 62.8235 59 59 82.5455 60.8182 60 60 32.9706 65.5294 61 61 40.25 69.8438 62 62 45.3714 65.8857 63 63 52.1176 69.9118 64 64 58.4865 68.5946 65 65 64.1212 65.8485 66 66 68.2778 70.5278 67 67 78.2727 68.6364 68 68 83.3784 67.9189 69 69 88.0588 65.9118 70 70 31.7353 73.3529 71 71 38.8919 74.8378 72 72 46.2857 72.0286 73 73 48.8919 77.1081 74 74 55.0312 74.7812 75 75 61.9444 71.9722 76 76 67.5 76.6471 77 77 73.4167 70.9167 78 78 79.4375 74.5312 79 79 86.8571 72.8286 80 80 33.5 73.4688 81 81 34.8788 79.1515 82 82 43.6216 79.2432 83 83 49.0857 83.9429 84 84 56.5625 80.5312 85 85 61.6 78.6 86 86 68.3235 83.7353 87 87 73.5588 76.5294 88 88 83.5946 78.4324 89 89 87.5455 79.8485 90 90 32.8571 84.4571 91 91 39.3429 82.2571 92 92 43.6061 86.0606 93 93 53.1875 82.4062 94 94 58.7576 85.6364 95 95 64.0303 84.9091 96 96 73.0286 86.2857 97 97 73.2703 81.9189 98 98 80.7812 86.7188 99 99 79.6765 81.7059
280	 0 0 36.6765 36.3824 1 1 41.9143 31.2857 2 2 48.0571 34.0857 3 3 51.9375 31.8125 4 4 61.4412 36.4118 5 5 58.4688 31.9688 6 6 66.4857 32.2857 7 7 73.2857 31.7143 8 8 79 34.6286 9 9 84.4571 36.1143 10 10 31.0286 36.1714 11 11 36.7027 42.973 12 12 43.0588 36.6765 13 13 48.3333 39.9722 14 14 55.7941 37.0294 15 15 67.2222 38.0556 16 16 67.4242 42.697 17 17 73.1429 36.7714 18 18 79.5714 39.9714 19 19 81.8919 43.8108 20 20 32 41.9688 21 21 40.7188 46.5625 22 22 43.6857 43.0571 23 23 50.2571 45.6857 24 24 55.2188 43.1562 25 25 59.9375 48.5312 26 26 60.6667 41.8611 27 27 74 43.1212 28 28 77.375 49.8125 29 29 87.4412 47.7647 30 30 31.1143 49.7714 31 31 37.0286 53.1429 32 32 44.3939 50.5758 33 33 55.1471 53.4118 34 34 54.1818 49.0303 35 35 65.8649 53.1622 36 36 65.7429 47.6 37 37 71.8824 48.8824 38 38 83.0588 48.9118 39 39 83.8529 53.5588 40 40 34.8857 51 41 41 37.3548 59.5484 42 42 41.4865 56.6757 43 43 47.8788 53.3636 44 44 54.6857 58.6571 45 45 63.2286 56.8286 46 46 71.8649 54.027 47 47 74 58.2 48 48 81.3333 56.25 49 49 87.7353 59.4706 50 50 31.6875 60 51 51 39.4571 64.3429 52 52 46.5 60.3333 53 53 50.4857 61.0571 54 54 54.5455 64.7576 55 55 59.4737 59.9474 56 56 67.0857 61 57 57 70.7568 65.3784 58 58 77.4412 62.7059 59 59 83.0303 61.5152 60 60 33.3529 65.9118 61 61 39.9032 70.129 62 62 45.0278 65.75 63 63 51.8824 69.8235 64 64 58.5 68.2778 65 65 64.3333 65.9394 66 66 67.4722 70.9167 67 67 77.7059 68.4118 68 68 82.6061 68.3636 69 69 87.9714 65.9143 70 70 31.6364 73.7273 71 71 39.3784 75.2432 72 72 46.0968 71.5161 73 73 47.8611 76.1944 74 74 55.3056 74.8056 75 75 61.9459 73.027 76 76 67.7353 77.1471 77 77 73.6364 70.4545 78 78 79.4545 75.1515 79 79 87.027 72.2703 80 80 33.0294 72.8235 81 81 35.0625 79.0625 82 82 43.7429 79.7714 83 83 49.0909 83.7879 84 84 55.6667 81.0833 85 85 61.6111 79 86 86 68.5526 83.2105 87 87 73.6471 76.2647 88 88 83.3243 78.0541 89 89 87.5938 80.1562 90 90 32.9118 84.4706 91 91 39.25 82.6667 92 92 44 86.4242 93 93 52.4706 81.7059 94 94 58.7812 85.7188 95 95 64.3636 85.8182 96 96 73.5806 86.2581 97 97 73.7714 80.8571 98 98 80.6571 87.0857 99 99 81.0588 83.1176
290	 0 0 36.1944 36.9167 1 1 41.8 31.6 2 2 48.5143 34.3429 3 3 51.9118 32.0588 4 4 62.2812 36.2188 5 5 58.7353 31.8235 6 6 66.5714 32.3143 7 7 73.5 31.5 8 8 78.7647 34.1765 9 9 84.5 36.5 10 10 30.9032 35.8387 11 11 37.1818 43.2424 12 12 42.8235 36.3529 13 13 49 40.0857 14 14 55.5 37 15 15 67.3529 37.9412 16 16 67.1515 42.8788 17 17 73.6765 37.1765 18 18 79.4706 39.9706 19 19 81.6216 43.8378 20 20 32.2162 42.0811 21 21 40.7714 46.6 22 22 43.7632 42.4474 23 23 49.8182 45.6667 24 24 55.7714 42.4571 25 25 59.8333 48.3889 26 26 61.8571 41.1714 27 27 73.9118 42.9412 28 28 78.1714 49.5429 29 29 87.5 47 30 30 31 49.1667 31 31 36.8286 54.3714 32 32 44.5278 50.6667 33 33 55.2857 53.4 34 34 54.1714 48.8286 35 35 65.8649 52.3784 36 36 65.8788 47.6061 37 37 72.1714 48.6286 38 38 83.2258 49.1613 39 39 85.8529 53.9706 40 40 35.6 50.3429 41 41 37.3 59.7667 42 42 41.625 57.0938 43 43 48.0882 53.9118 44 44 55.9706 59.4706 45 45 63.25 57 46 46 71.2571 54.2 47 47 73.7297 58.3514 48 48 79.8056 55.5556 49 49 87.5714 59.4286 50 50 31.6389 59.5278 51 51 39.6857 64.3714 52 52 46.1714 60.2571 53 53 50.8333 61.0278 54 54 54.5 64.5 55 55 59.0571 59.5714 56 56 67.6 61.0286 57 57 70.8857 65.3143 58 58 77.5143 62.9429 59 59 82.8857 60.2571 60 60 33.697 66.0909 61 61 39.9375 70.0625 62 62 45.5 65.9167 63 63 52.2059 69.6765 64 64 59.1081 68.5135 65 65 64.5 65.9118 66 66 67.0303 71.1818 67 67 77.5312 68.6562 68 68 82.625 67.1875 69 69 88.0588 65.9118 70 70 31.6 73.8286 71 71 40.75 75.0833 72 72 46.2188 71.5312 73 73 48.3243 76.2432 74 74 55.2727 74.0606 75 75 61.9394 73.8788 76 76 67.5 77.3529 77 77 72.9722 70.7778 78 78 79.7059 74.6471 79 79 87.3611 72.3056 80 80 33.3611 71.8611 81 81 35.6471 79.0294 82 82 44.1562 80.1875 83 83 49.0938 83.7188 84 84 55.6765 80.1176 85 85 61.0606 79.0303 86 86 67.4242 81.8485 87 87 73.8056 76.4167 88 88 83.1622 76.6486 89 89 87.3684 80.5789 90 90 33.2647 84.1176 91 91 39.4 82.9714 92 92 44.5 86.3125 93 93 53 82.9143 94 94 59.4 85.3143 95 95 65.7059 86.1471 96 96 72.8182 86 97 97 75.4706 81.4412 98 98 79.9722 87.1944 99 99 81.7297 82.7297
300	 0 0 36.8182 36.2424 1 1 41.8485 31.3333 2 2 48.3243 34.4324 3 3 52.0882 31.9412 4 4 62.8056 35.4722 5 5 58.8485 31.8788 6 6 66.6562 32.5625 7 7 71.9429 30.6571 8 8 77.9412 34.1765 9 9 83.9167 36.6667 10 10 31.3871 35.6774 11 11 36.9737 43.2632 12 12 42.8056 36.3611 13 13 48.9412 40.0882 14 14 55.5152 37.2727 15 15 67.2571 38.0286 16 16 67.0286 43.1143 17 17 73.8529 37.5882 18 18 79.5667 40.3667 19 19 83.2286 43.5429 20 20 31.6571 41.2 21 21 41.2424 46.6061 22 22 43.5946 42.4324 23 23 50.1081 46.0541 24 24 56.1176 43 25 25 59.9394 48.0303 26 26 61.7273 40.8485 27 27 74.4412 42.8529 28 28 77.0811 49.2973 29 29 87.6129 47.5484 30 30 30.8235 48.9118 31 31 37.5455 52.6061 32 32 44.5676 51.027 33 33 55.5405 53.5946 34 34 54.3939 49 35 35 65.3824 52.0588 36 36 65.8485 47.8788 37 37 72.2424 48.8485 38 38 83.0588 48.9118 39 39 86.7742 54.0323 40 40 34.3235 49.7059 41 41 36.7632 58.9211 42 42 41.7895 57.6053 43 43 48.0857 54.0857 44 44 56.973 58.6757 45 45 63.6571 56.4857 46 46 71.5455 54.1515 47 47 74 58.2222 48 48 79.4412 54.8529 49 49 87.9118 59.2353 50 50 31.6486 59.3784 51 51 39.2424 64.303 52 52 46.7273 60.5455 53 53 51.7941 59.3824 54 54 54.7097 64.5484 55 55 60.775 63.075 56 56 68.2059 60.5 57 57 72 65.2571 58 58 77.7353 62.2353 59 59 82.9429 59.5429 60 60 33.5676 65.8919 61 61 40.4062 69.7188 62 62 46.2162 65.3784 63 63 51.6111 69.5278 64 64 58.7297 69.8649 65 65 65.0882 65.6176 66 66 67.6857 71.1143 67 67 77.4688 68.2188 68 68 82.6857 66.8857 69 69 88.2857 66.1429 70 70 31.6061 74.6061 71 71 40.6 75.0571 72 72 46.0588 71.0882 73 73 48.8235 76.2059 74 74 55.3529 74.6765 75 75 62.6857 73.8 76 76 67.6061 77.3333 77 77 72.8286 70.9429 78 78 79.0909 74.2424 79 79 87.3056 72.5 80 80 33.7027 71.973 81 81 35.7059 79 82 82 44.9143 79.9714 83 83 49.2258 83.8387 84 84 55.4706 80.5294 85 85 61.2727 79.4545 86 86 67.6765 82.0882 87 87 73.6452 77.1613 88 88 83.0789 75.3421 89 89 87.25 80.5556 90 90 32.4571 83.9714 91 91 39.2105 82.8684 92 92 44.1471 86.2353 93 93 53.0811 82.7297 94 94 59.3438 85.7812 95 95 65.4242 86.1515 96 96 73.1351 86.1622 97 97 75.9444 81.4444 98 98 80.1944 87.1111 99 99 82.4286 82.3429
310	 0 0 37 36.0263 1 1 41.3889 30.9722 2 2 48.0294 34.1471 3 3 52.2353 32.2059 4 4 61.9394 36.2121 5 5 58.9118 31.9412 6 6 66.6486 33.1351 7 7 71.2424 29.9697 8 8 77.8889 34.1111 9 9 84 37 10 10 31.5 35.5 11 11 36.6667 43.3611 12 12 42.9091 35.7576 13 13 48.3333 40.4444 14 14 54.9706 37.3235 15 15 65.1765 38.7941 16 16 67.2353 43.2353 17 17 72.9714 36.2 18 18 79.1429 40.2571 19 19 83 43.5 20 20 31.4286 41.4 21 21 41.4167 46.3056 22 22 43.1892 41.7027 23 23 50.4706 46.2353 24 24 55.1212 42.5455 25 25 60 48.5 26 26 62.4118 41.5588 27 27 73.8611 42.6389 28 28 76.9394 48.5758 29 29 87.3939 47.2727 30 30 30.8485 49.3333 31 31 38.2 53.2286 32 32 44.2647 50.5294 33 33 54.0857 53.7429 34 34 54.4688 48.8438 35 35 64.3429 52.5429 36 36 65.9412 47.9118 37 37 71.8611 49.1667 38 38 83.1714 49.1429 39 39 85.1471 54.1765 40 40 34.5789 49.9211 41 41 36.4286 59.5714 42 42 41.7568 57.1892 43 43 48.0882 53.6471 44 44 57.8889 57.6389 45 45 63.6667 56.9394 46 46 71.5882 54.5588 47 47 74.25 58.25 48 48 79.2121 54.6061 49 49 88.1471 58.7059 50 50 31.3939 58.8788 51 51 38.3611 64.5833 52 52 46.5 60.5 53 53 52.25 59.4722 54 54 53.9118 64.7941 55 55 60.2703 63.3514 56 56 67.8571 60.2571 57 57 71.3429 65.2571 58 58 77.4118 62.4118 59 59 83.4 60.2857 60 60 32.5 65.5625 61 61 40.6765 69.8235 62 62 45.1111 65.1111 63 63 52.0303 69.5152 64 64 58.9091 69.2424 65 65 65.303 65.303 66 66 67.5882 71.4412 67 67 77.5833 68.1944 68 68 82.6471 66.4118 69 69 88.2286 66.4286 70 70 31.6944 74.6667 71 71 40.973 75 72 72 46.6176 70.4412 73 73 49.2778 76 74 74 55.8333 74.5 75 75 62.2121 73.0303 76 76 67.4286 77.4286 77 77 72.6857 70.9143 78 78 79.0857 74.2286 79 79 87.3333 73.5 80 80 34.2778 71.8889 81 81 35.6875 79.125 82 82 43.9737 80.0789 83 83 49.0625 83.9375 84 84 55.5882 80.8529 85 85 61.3429 79.1143 86 86 67.7714 82.3714 87 87 73.8788 77.1818 88 88 83.7297 74.5946 89 89 87.2121 81.5758 90 90 32.5758 83.697 91 91 39.2941 82.3529 92 92 43.9062 86.0312 93 93 52.6176 82.5294 94 94 59.2 85.7429 95 95 65.7879 85.697 96 96 72.697 85.9697 97 97 76.3889 81.5833 98 98 79.4848 87.0303 99 99 82.3056 82.5
320	 0 0 37.0789 36.6842 1 1 41.1389 30.9167 2 2 48.027 34.6486 3 3 51.9118 32.0588 4 4 62.027 36.1351 5 5 58.7941 32.0294 6 6 66.5152 32.4242 7 7 72.2647 30 8 8 77.8 34.9714 9 9 84.0909 36.8182 10 10 31.875 35.4375 11 11 36.0526 45.2895 12 12 42.75 35.5938 13 13 48.1429 41.2286 14 14 54.8824 37 15 15 66.9697 38.5455 16 16 67 43.1212 17 17 72.4722 35.3889 18 18 79.303 40.2727 19 19 83 43.3611 20 20 32.2105 41.1053 21 21 42.625 45.875 22 22 41.8649 41.4865 23 23 50.3636 46.3636 24 24 54.9143 42.3714 25 25 60.129 48.6452 26 26 61 42.3889 27 27 74.0882 42.0588 28 28 76.7222 48.1667 29 29 87.3438 47.5938 30 30 30.6944 48.4444 31 31 37.7353 54.0882 32 32 43.9167 50.5556 33 33 54.5556 53.6111 34 34 54.5625 49 35 35 64.3714 52.4857 36 36 66.4545 47.6364 37 37 71.6579 49.2632 38 38 83 49.1818 39 39 84.9697 54.2424 40 40 35.4571 51.3429 41 41 36.7941 59.7059 42 42 42.3784 57.8108 43 43 48.1562 53.25 44 44 57.7353 57.5882 45 45 64.0588 57.3529 46 46 72.0606 54.3939 47 47 74.1818 58.5758 48 48 78.9714 54.6857 49 49 88.1429 58.2857 50 50 31.5 58.7647 51 51 38.7143 65.0286 52 52 46.5429 60.5429 53 53 51.7222 59.1667 54 54 54.1176 64.4412 55 55 60.0556 62.7778 56 56 68.697 60.4545 57 57 71.4444 65.8611 58 58 77.375 62.1875 59 59 83.8378 61.0541 60 60 32.6944 65.6667 61 61 40 70 62 62 45.9714 65.3429 63 63 52.2188 69.5 64 64 58.6944 69.0833 65 65 65 65.0833 66 66 67.697 71.8182 67 67 78.2286 68.2571 68 68 82.5882 66.2941 69 69 88.3636 66.5455 70 70 31.4857 74.6857 71 71 42.6667 75.1667 72 72 46.5758 70.5758 73 73 49.303 76.1212 74 74 56.0294 74.9118 75 75 62.0588 72.5882 76 76 67.8286 77.3429 77 77 72.7353 70.7941 78 78 79.5 74.5 79 79 87.1944 73.6111 80 80 35 72.4324 81 81 35.4286 78.7714 82 82 44.0294 80.1471 83 83 49.2857 84.1429 84 84 56.1471 81.3235 85 85 61.5455 79.0606 86 86 66.9429 83.0286 87 87 74.0571 76.5714 88 88 83.4118 75.2059 89 89 87.3611 81.9444 90 90 32.7429 83.9143 91 91 39.1471 82.3235 92 92 43.7188 86.0938 93 93 52.6389 81.2778 94 94 59.5 85.7059 95 95 66.6857 85.1143 96 96 73.3529 85.7941 97 97 76.1515 81.1818 98 98 79.8387 87 99 99 82.1111 82.3333
