0	103.923	150.688	180	261
10	90.7501	151.867	180	261
20	89.0844	150.426	180	261
30	87.7248	149.756	180	261
40	86.9648	149.172	180	261
50	86.1226	149.145	180	261
60	85.8775	149.037	180	261
70	85.2117	148.999	180	261
80	85.3304	149.291	180	261
90	84.8006	149.306	180	261
100	84.5258	149.371	180	261
110	84.2707	149.456	180	261
120	83.8531	149.697	180	261
130	83.7446	149.623	180	261
140	83.6408	149.868	180	261
150	83.4312	149.781	180	261
160	83.0501	150.009	180	261
170	83.216	150.06	180	261
180	82.7214	150.116	180	261
190	83.3162	150.413	180	261
200	82.7304	150.318	180	261
210	82.9318	150.53	180	261
220	82.5631	150.651	180	261
230	82.7693	150.636	180	261
240	82.5694	150.799	180	261
250	82.354	150.693	180	261
260	82.5402	150.652	180	261
270	82.4851	150.662	180	261
280	82.6345	150.761	180	261
290	82.5796	150.605	180	261
300	82.597	150.853	180	261
310	82.2118	150.894	180	261
320	81.9099	150.786	179	261
330	82.0979	150.937	179	261
340	82.0976	150.653	179	261
350	82.2795	150.761	179	261
360	82.17	150.789	179	261
370	82.1593	150.687	179	261
380	82.1651	150.839	179	261
390	81.8528	150.761	179	262
400	82.1031	150.938	179	262
410	81.1397	151.373	179	262
420	81.0051	151.397	178	262
430	80.6301	151.296	178	262
440	80.8053	151.208	178	262
450	80.7784	151.349	178	262
460	80.5631	151.601	177	262
470	80.7743	151.624	177	262
480	80.8515	151.495	177	262
490	80.889	151.463	177	262
500	80.5454	151.468	177	262
510	80.5281	151.348	177	262
520	80.457	151.477	177	263
530	80.4374	151.586	177	263
540	79.8351	151.505	177	263
550	79.5107	151.916	177	263
560	79.4629	151.872	176	263
570	79.2873	151.826	176	263
580	79.4629	152.081	176	263
590	79.3951	151.967	176	263
600	79.2531	152.138	176	263
610	79.3817	152.293	176	263
620	79.3119	152.078	176	263
630	79.3912	152.237	176	263
640	79.3547	152.195	176	263
650	79.2011	152.266	176	263
660	79.2635	152.409	176	263
670	79.2246	152.349	176	263
680	79.4158	152.507	176	263
690	79.1705	152.242	176	263
700	79.4969	152.029	176	263
710	79.4102	152.066	176	263
720	79.4539	152.203	176	263
730	79.5318	151.967	176	263
740	79.2922	151.954	176	263
750	79.1117	152.048	176	263
760	79.1181	152.288	176	263
770	79.1408	152.165	176	263
780	79.2054	152.297	176	263
790	79.3007	152.573	176	263
800	79.1385	152.283	176	263
810	79.0287	152.355	176	263
820	79.2927	152.266	176	263
830	79.3168	152.441	176	263
840	79.2084	152.452	176	263
850	79.3513	152.265	176	263
860	79.1248	152.563	176	263
870	79.295	152.594	176	263
880	78.8677	152.398	176	263
890	79.2381	152.325	176	263
900	78.8365	152.219	176	263
910	78.9218	152.423	176	263
920	79.1187	152.297	176	263
930	79.1533	152.334	176	263
940	79.1771	152.507	176	263
950	79.3843	152.792	176	263
960	79.3049	152.581	176	263
970	79.3494	152.736	176	263
980	79.1059	152.579	176	263
990	78.73	152.37	176	263
1000	78.9661	152.505	176	263
