0	10.9697	150.688	19	261
10	14.2814	151.297	19	261
20	14.4585	150.56	19	261
30	14.7192	150.148	19	261
40	14.5173	149.868	19	261
50	14.6998	149.744	19	261
60	14.7864	149.756	19	261
70	14.805	149.641	19	261
80	14.7321	149.643	19	261
90	15.0478	149.688	19	261
100	15.0927	149.705	19	261
110	14.9959	149.704	19	261
120	14.9542	149.497	19	261
130	14.9123	149.603	19	261
140	14.887	149.656	19	261
150	14.9026	149.524	19	261
160	14.8109	149.505	19	261
170	14.7818	149.599	19	261
180	14.8809	149.834	19	261
190	14.7446	149.818	19	261
200	15.0231	149.734	19	261
210	14.8724	149.79	19	261
220	15.0032	149.593	19	261
230	14.8554	149.471	19	261
240	15.0298	149.743	19	261
250	15.1958	149.676	19	261
260	15.0676	149.778	19	261
270	14.9058	149.678	19	261
280	15.0981	149.758	19	261
290	14.8471	149.513	19	261
300	15.1465	149.501	19	261
310	15.0662	149.769	19	261
320	15.0562	149.725	19	261
330	15.1386	149.899	19	261
340	15.0913	150.042	19	261
350	15.1677	150	19	261
360	15.0535	149.783	19	261
370	14.9856	149.537	19	261
380	15.1028	149.419	19	261
390	15.031	149.379	19	261
400	15.0026	149.36	19	261
410	15.1036	149.326	19	261
420	15.1474	149.682	19	261
430	14.9269	149.561	19	261
440	15.1579	149.517	19	261
450	14.9088	149.632	19	261
460	14.9781	149.768	19	261
470	15.0115	149.537	19	261
480	14.9908	149.514	19	261
490	14.9793	149.695	19	261
500	14.9818	149.511	19	261
510	15.1611	149.511	19	261
520	15.1664	149.651	19	261
530	15.0637	149.595	19	261
540	15.2469	149.668	19	261
550	15.261	149.472	19	261
560	15.1166	149.693	19	261
570	15.2879	149.664	19	261
580	15.0496	149.759	19	261
590	15.0379	149.65	19	261
600	14.9579	149.562	19	261
610	15.0239	149.66	19	261
620	15.0627	149.705	19	261
630	15.1043	149.719	19	261
640	15.0799	149.685	19	261
650	15.1038	149.808	19	261
660	15.3068	149.555	19	261
670	15.0398	149.588	19	261
680	15.169	149.614	19	261
690	15.0726	149.64	19	261
700	15.0862	149.461	19	261
710	15.0583	149.466	19	261
720	15.0552	149.617	19	261
730	15.0045	149.656	19	261
740	15.2436	149.568	19	261
750	15.0386	149.618	19	261
760	14.8978	149.391	19	261
770	15.0221	149.596	19	261
780	14.9208	149.492	19	261
790	15.1855	149.997	19	261
800	14.7145	149.753	19	261
810	15.0178	149.687	19	261
820	14.996	149.605	19	261
830	15.0221	149.742	19	261
840	14.9195	149.708	19	261
850	14.9014	149.73	19	261
860	14.9728	149.498	19	261
870	15.0287	149.574	19	261
880	15.136	149.701	19	261
890	14.8655	149.65	19	261
900	15.217	149.89	19	261
910	15.0208	149.774	19	261
920	15.0203	149.531	19	261
930	15.1272	149.716	19	261
940	14.995	149.892	19	261
950	15.1956	149.903	19	261
960	15.097	149.52	19	261
970	15.1635	149.578	19	261
980	14.9122	149.458	19	261
990	15.0528	149.604	19	261
1000	14.8785	149.676	19	261
