simID,time,cellID,cellType,x,y
0, 0,1,1,6.103676470588236,10.448529411764705
0, 0,2,1,6.471774193548388,8.583669354838705
0, 0,3,1,10.205078124999995,10.676432291666664
0, 0,4,1,8.341549295774648,10.33010563380281
0, 0,5,1,4.9375,5.300480769230767
0, 0,6,1,8.635551948051948,8.396103896103893
0, 0,7,1,4.450471698113208,6.358883647798745
0, 0,8,1,6.4033430232558155,6.7456395348837255
0, 0,9,1,11.027542372881358,8.349576271186436
0, 0,10,1,7.305921052631579,10.68421052631579
0, 0,11,1,9.468005952380956,8.22321428571429
0, 0,12,1,8.9658203125,8.193359374999998
0, 0,13,1,4.581422018348623,9.638761467889907
0, 0,14,1,6.5698138297872335,11.313829787234043
0, 0,15,1,10.737132352941178,5.424632352941176
0, 0,16,1,5.495370370370371,8.923611111111116
0, 0,17,1,6.536458333333333,7.906249999999999
0, 0,18,1,6.690104166666668,10.614583333333334
0, 0,19,1,11.227982954545453,7.388494318181817
0, 0,20,1,9.520161290322578,9.12567204301075
0, 0,21,1,9.197916666666666,11.640625
0, 0,22,1,9.240384615384611,11.882692307692306
0, 0,23,1,7.348684210526319,3.619736842105263
0, 0,24,1,8.320402298850572,11.252155172413795
0, 0,25,1,5.8700396825396846,6.106150793650793
0, 0,26,1,5.527113970588235,8.244944852941176
0, 0,27,1,7.56060606060606,4.4949494949494975
0, 0,28,1,5.407258064516128,6.25201612903226
0, 0,29,1,5.66974431818182,6.911931818181819
0, 0,30,1,7.504891304347826,9.79130434782609
0, 0,31,1,4.748015873015873,10.333333333333336
0, 0,32,1,6.646551724137931,4.964798850574712
0, 0,33,1,6.748684210526316,6.25921052631579
0, 0,34,1,6.171093750000002,6.031250000000001
0, 0,35,1,5.7297794117647065,6.455882352941177
0, 0,36,1,5.9185606060606055,7.642045454545457
0, 0,37,1,9.152777777777777,7.091820987654323
0, 0,38,1,8.230113636363638,10.764204545454543
0, 0,39,1,7.071875,10.826041666666669
0, 0,40,1,8.052442528735632,7.132183908045978
0, 0,41,1,7.6953125,10.9890625
0, 0,42,1,7.058467741935483,9.104838709677418
0, 0,43,1,4.209016393442623,5.6557377049180335
0, 0,44,1,8.941831683168315,11.095297029702971
0, 0,45,1,3.9917763157894743,8.725328947368423
0, 0,46,1,8.354838709677418,10.798387096774194
0, 0,47,1,8.169444444444446,4.615277777777778
0, 0,48,1,6.804956896551724,8.326508620689655
0, 0,49,1,8.845352564102557,9.556089743589741
0, 0,50,1,11.094216417910449,5.406716417910446
0, 0,51,2,11.499067164179104,6.300373134328359
0, 0,52,2,5.247767857142856,4.861607142857143
0, 0,53,2,4.572240259740258,7.937500000000001
0, 0,54,2,4.00625,7.975694444444443
0, 0,55,2,4.831944444444442,10.625
0, 0,56,2,4.075,8.175
0, 0,57,2,10.182065217391305,5.402173913043479
0, 0,58,2,6.4225,8.069999999999999
0, 0,59,2,6.199548192771086,8.949548192771083
0, 0,60,2,8.350308641975309,7.446759259259259
0, 0,61,2,7.526875,6.888124999999998
0, 0,62,2,4.478021978021977,7.315247252747252
0, 0,63,2,6.929687500000001,7.154296875000001
0, 0,64,2,6.617187500000001,7.753125
0, 0,65,2,7.334935897435897,5.782051282051283
0, 0,66,2,9.586718750000001,8.803125000000001
0, 0,67,2,7.308531746031745,11.307539682539685
0, 0,68,2,10.6826171875,6.407226562500001
0, 0,69,2,5.2752293577981675,4.3474770642201825
0, 0,70,2,9.857780612244898,8.09566326530612
0, 0,71,2,6.931818181818181,10.375000000000004
0, 0,72,2,6.638020833333336,9.661458333333334
0, 0,73,2,10.837797619047617,9.683035714285712
0, 0,74,2,9.284970238095237,5.156250000000002
0, 0,75,2,10.26906779661017,10.243644067796609
0, 0,76,2,9.075688073394495,5.710435779816511
0, 0,77,2,6.503749999999999,10.073749999999999
0, 0,78,2,6.367753623188409,10.954710144927533
0, 0,79,2,9.006944444444445,4.840277777777779
0, 0,80,2,9.577127659574467,5.628989361702127
0, 0,81,2,8.99321705426357,6.2989341085271295
0, 0,82,2,9.621153846153844,11.15865384615385
0, 0,83,2,7.007211538461539,4.717147435897437
0, 0,84,2,9.7921511627907,5.819767441860465
0, 0,85,2,11.576822916666666,8.161458333333332
0, 0,86,2,4.3464285714285715,7.687499999999999
0, 0,87,2,3.5541373239436607,7.15536971830986
0, 0,88,2,4.578124999999999,10.822443181818182
0, 0,89,2,6.975352112676057,7.540492957746477
0, 0,90,2,4.684027777777777,5.418981481481481
0, 0,91,2,4.270161290322582,5.412298387096776
0, 0,92,2,6.938616071428571,9.901785714285717
0, 0,93,2,9.473684210526319,4.187030075187969
0, 0,94,2,11.23376623376623,7.7224025974025965
0, 0,95,2,11.93992718446602,8.692354368932042
0, 0,96,2,6.724780701754386,9.270833333333332
0, 0,97,2,10.676315789473689,4.562499999999998
0, 0,98,2,10.824596774193544,10.740591397849458
0, 0,99,2,7.559451219512195,10.96798780487805
0, 0,100,2,9.010080645161285,7.562500000000001
0, 100,1,1,4.9459196891191715,10.17454663212435
0, 100,2,1,6.422851562500001,8.479492187499996
0, 100,3,1,10.595163316582912,11.255967336683415
0, 100,4,1,8.755122950819667,10.174521857923494
0, 100,5,1,4.863815789473682,4.672697368421051
0, 100,6,1,8.73301630434783,8.893002717391306
0, 100,7,1,4.222039473684206,6.055921052631579
0, 100,8,1,6.984730113636363,6.372514204545456
0, 100,9,1,11.206705729166663,8.808593749999998
0, 100,10,1,7.233072916666669,11.169270833333327
0, 100,11,1,9.90340909090909,8.076871657754007
0, 100,12,1,9.133419689119169,8.399287564766839
0, 100,13,1,3.6824238578680197,9.365164974619287
0, 100,14,1,5.763486842105264,12.189144736842104
0, 100,15,1,10.822512135922329,5.4620752427184485
0, 100,16,1,4.665064102564104,9.350641025641027
0, 100,17,1,6.963373655913977,7.821908602150535
0, 100,18,1,6.352564102564104,11.909935897435895
0, 100,19,1,11.600446428571423,7.208864795918369
0, 100,20,1,9.71498691099476,9.299738219895286
0, 100,21,1,9.955402010050244,12.06564070351759
0, 100,22,1,9.128731343283574,12.677549751243781
0, 100,23,1,7.710036057692309,3.392427884615384
0, 100,24,1,8.471153846153852,12.249399038461549
0, 100,25,1,5.9032960199004965,5.475124378109452
0, 100,26,1,5.000334224598931,8.340574866310156
0, 100,27,1,7.600657894736843,4.174671052631578
0, 100,28,1,5.181502525252523,5.5770202020202015
0, 100,29,1,5.032686781609197,6.622485632183907
0, 100,30,1,8.158700980392151,9.507659313725494
0, 100,31,1,3.9256840796019903,10.106965174129352
0, 100,32,1,6.195995145631068,4.682038834951458
0, 100,33,1,7.05456349206349,5.284060846560845
0, 100,34,1,6.47459893048128,5.91644385026738
0, 100,35,1,5.72526041666667,6.3916015625
0, 100,36,1,5.294551282051282,7.337179487179485
0, 100,37,1,9.646356783919595,6.943467336683418
0, 100,38,1,8.329545454545453,11.1644385026738
0, 100,39,1,7.089045698924735,10.637768817204307
0, 100,40,1,8.408106435643564,6.600556930693069
0, 100,41,1,7.979605263157896,10.33125
0, 100,42,1,7.85012755102041,8.848533163265307
0, 100,43,1,3.2380952380952377,5.908035714285714
0, 100,44,1,9.410714285714285,10.852678571428573
0, 100,45,1,3.2425742574257437,8.585396039603959
0, 100,46,1,9.049938725490199,11.514705882352942
0, 100,47,1,8.30829326923077,4.201622596153848
0, 100,48,1,7.15198087431694,8.649931693989068
0, 100,49,1,9.523743016759777,9.996159217877091
0, 100,50,1,11.432565789473689,5.007894736842102
0, 100,51,2,11.732363861386142,6.017017326732674
0, 100,52,2,6.141009852216748,3.9578201970443354
0, 100,53,2,4.519670050761421,7.893401015228429
0, 100,54,2,3.098684210526317,7.745394736842106
0, 100,55,2,4.7626903553299496,10.855012690355325
0, 100,56,2,3.8973684210526316,8.297368421052633
0, 100,57,2,10.329752604166666,4.867513020833333
0, 100,58,2,5.751602564102559,8.174358974358977
0, 100,59,2,5.363175675675675,9.222297297297297
0, 100,60,2,8.505907960199007,7.55907960199005
0, 100,61,2,7.821747448979592,6.208864795918366
0, 100,62,2,4.142487046632125,6.839702072538867
0, 100,63,2,7.355347938144334,7.048002577319587
0, 100,64,2,6.364473684210527,7.1687499999999975
0, 100,65,2,7.908730158730159,5.4609788359788345
0, 100,66,2,10.404255319148932,8.858710106382981
0, 100,67,2,7.372660427807487,12.223262032085564
0, 100,68,2,11.082787958115183,6.550065445026172
0, 100,69,2,5.1842417061611386,4.0447274881516595
0, 100,70,2,10.455357142857144,7.64891581632653
0, 100,71,2,6.2710492227979255,10.673575129533678
0, 100,72,2,6.072115384615383,9.854739010989006
0, 100,73,2,11.058749999999998,9.615937499999994
0, 100,74,2,9.406249999999995,4.9225
0, 100,75,2,10.543619791666663,10.091796875000005
0, 100,76,2,8.641865079365077,5.348875661375658
0, 100,77,2,5.670516304347827,10.789402173913036
0, 100,78,2,5.04878048780488,11.581097560975612
0, 100,79,2,8.956806282722505,4.326570680628271
0, 100,80,2,9.695811170212767,5.8517287234042525
0, 100,81,2,9.214189189189181,6.2351351351351365
0, 100,82,2,10.089285714285719,10.909821428571439
0, 100,83,2,7.098800505050501,4.302714646464642
0, 100,84,2,10.33613989637305,6.085492227979275
0, 100,85,2,11.862238219895291,8.09424083769633
0, 100,86,2,3.6770833333333335,7.203776041666665
0, 100,87,2,2.920336787564766,6.7386658031088045
0, 100,88,2,3.974581339712917,11.05143540669857
0, 100,89,2,7.7884615384615365,7.784684065934065
0, 100,90,2,4.3089923469387745,5.280612244897956
0, 100,91,2,3.6776147959183683,5.037308673469391
0, 100,92,2,7.1134776536312865,9.797136871508378
0, 100,93,2,9.622855392156863,3.9886642156862746
0, 100,94,2,11.018873762376236,7.6711014851485135
0, 100,95,2,12.132575757575763,8.733270202020195
0, 100,96,2,6.3471502590673605,9.202396373056988
0, 100,97,2,10.709951456310678,4.121966019417476
0, 100,98,2,11.382575757575761,10.495265151515154
0, 100,99,2,7.381283068783069,11.73941798941799
0, 100,100,2,9.281907894736836,7.629276315789478
0, 200,1,1,4.9478092783505145,10.11952319587629
0, 200,2,1,6.568097014925368,8.155472636815926
0, 200,3,1,10.321206467661684,11.584888059701484
0, 200,4,1,8.80189220183486,10.005160550458712
0, 200,5,1,4.891801075268815,4.604838709677423
0, 200,6,1,8.60891990291262,9.121055825242719
0, 200,7,1,4.125644329896907,5.9690721649484555
0, 200,8,1,6.750603864734301,6.365640096618358
0, 200,9,1,11.434103260869563,8.922214673913052
0, 200,10,1,7.420012953367878,11.203691709844565
0, 200,11,1,9.94914215686275,8.23958333333333
0, 200,12,1,9.066037735849058,8.440742924528307
0, 200,13,1,3.6366626794258363,9.480263157894736
0, 200,14,1,5.935135135135137,12.337499999999997
0, 200,15,1,10.879353233830843,5.364116915422889
0, 200,16,1,4.6565340909090915,9.126136363636355
0, 200,17,1,7.220771144278612,7.8560323383084585
0, 200,18,1,6.5456730769230775,12.116586538461533
0, 200,19,1,11.743686868686865,7.14772727272727
0, 200,20,1,9.768165024630541,9.121305418719212
0, 200,21,1,9.898550724637678,12.29015700483092
0, 200,22,1,9.135416666666668,12.704166666666671
0, 200,23,1,7.612980769230769,3.406850961538461
0, 200,24,1,8.184523809523807,12.408399470899472
0, 200,25,1,5.83071608040201,5.277324120603016
0, 200,26,1,5.0459375,8.235625
0, 200,27,1,7.528079710144929,4.1941425120772955
0, 200,28,1,5.147808056872038,5.531101895734596
0, 200,29,1,5.166381278538811,6.814497716894977
0, 200,30,1,7.919270833333333,9.77864583333333
0, 200,31,1,4.005013368983956,10.04578877005347
0, 200,32,1,6.15917487684729,4.545874384236448
0, 200,33,1,6.984620418848167,4.990837696335079
0, 200,34,1,6.581073113207547,5.762382075471698
0, 200,35,1,5.444016587677722,6.2648104265402855
0, 200,36,1,4.909063981042655,7.424763033175356
0, 200,37,1,9.825625000000002,7.010312499999999
0, 200,38,1,8.222488038277511,11.516746411483245
0, 200,39,1,7.218125000000005,10.459687500000001
0, 200,40,1,8.81924019607843,6.637254901960788
0, 200,41,1,8.285326086956522,10.680253623188403
0, 200,42,1,7.92218137254902,8.739276960784316
0, 200,43,1,3.056874999999998,5.7765625
0, 200,44,1,9.444852941176478,11.06004901960784
0, 200,45,1,3.0312499999999987,8.794554455445551
0, 200,46,1,8.98676108374384,11.67302955665024
0, 200,47,1,8.280788177339906,4.07758620689655
0, 200,48,1,7.195197044334978,8.978756157635468
0, 200,49,1,9.662383177570101,10.004964953271026
0, 200,50,1,11.454188481675391,4.8157722513089
0, 200,51,2,11.766666666666671,6.003869047619046
0, 200,52,2,5.907579787234045,3.674867021276596
0, 200,53,2,4.177791262135927,7.709951456310679
0, 200,54,2,3.130878712871286,7.811881188118815
0, 200,55,2,4.670268691588785,11.000876168224298
0, 200,56,2,3.8847361809045227,8.629396984924618
0, 200,57,2,10.282371794871796,4.85608974358974
0, 200,58,2,5.904126213592231,7.798847087378645
0, 200,59,2,5.526827830188676,8.87883254716981
0, 200,60,2,8.550062189054728,7.668843283582087
0, 200,61,2,7.970643939393939,6.094381313131312
0, 200,62,2,3.7253605769230775,6.546574519230767
0, 200,63,2,7.566768292682927,6.803658536585364
0, 200,64,2,6.527002427184462,7.0810072815533935
0, 200,65,2,7.691426701570681,5.2729057591623025
0, 200,66,2,10.78270725388601,8.783678756476677
0, 200,67,2,7.35690789473684,12.68059210526316
0, 200,68,2,11.177696078431365,6.325367647058824
0, 200,69,2,5.170898437499997,3.8509114583333313
0, 200,70,2,10.531100478468897,7.761064593301433
0, 200,71,2,6.2759900990099,10.974938118811885
0, 200,72,2,5.781403940886699,9.814039408866998
0, 200,73,2,11.100677339901475,9.750307881773402
0, 200,74,2,9.339604591836737,5.111926020408167
0, 200,75,2,10.393780788177327,10.070504926108372
0, 200,76,2,8.539939024390241,5.089329268292681
0, 200,77,2,5.544062499999999,10.771249999999998
0, 200,78,2,5.502577319587629,11.68395618556701
0, 200,79,2,9.010522959183666,4.130102040816326
0, 200,80,2,9.973125000000001,5.812500000000002
0, 200,81,2,9.09912790697674,5.9622093023255776
0, 200,82,2,10.384345794392518,10.903037383177567
0, 200,83,2,6.721454326923075,3.947115384615386
0, 200,84,2,10.502784653465344,6.512685643564358
0, 200,85,2,12.0422619047619,7.898214285714289
0, 200,86,2,3.452294685990337,7.17512077294686
0, 200,87,2,2.68780637254902,6.739583333333334
0, 200,88,2,3.992487980769232,11.012019230769228
0, 200,89,2,7.940721649484537,7.576030927835049
0, 200,90,2,4.355676328502419,5.27083333333333
0, 200,91,2,3.634121621621621,4.9111486486486475
0, 200,92,2,6.677631578947371,10.001495215311005
0, 200,93,2,9.751250000000002,4.077812500000001
0, 200,94,2,11.158775252525244,7.662247474747474
0, 200,95,2,12.041666666666673,9.033143939393945
0, 200,96,2,6.328124999999998,9.140625
0, 200,97,2,10.52376302083333,4.032877604166665
0, 200,98,2,11.35212628865979,10.573131443298973
0, 200,99,2,7.131476683937821,11.909650259067364
0, 200,100,2,9.249999999999996,7.4298469387755075
0, 300,1,1,5.135992462311557,9.821293969849243
0, 300,2,1,6.694044502617803,8.093913612565443
0, 300,3,1,10.305067567567576,11.674662162162164
0, 300,4,1,8.769531249999998,10.310697115384617
0, 300,5,1,4.820197044334976,4.708128078817733
0, 300,6,1,8.919307511737093,9.379988262910791
0, 300,7,1,4.493750000000001,6.047187500000001
0, 300,8,1,6.926630434782609,6.257850241545891
0, 300,9,1,11.319962686567155,8.67101990049752
0, 300,10,1,7.349628712871291,11.133663366336634
0, 300,11,1,9.797936893203886,7.891990291262134
0, 300,12,1,9.00978535353536,8.445391414141403
0, 300,13,1,3.5041243654822343,9.561230964467004
0, 300,14,1,6.0499371859296485,12.358354271356774
0, 300,15,1,10.951593137254898,5.1525735294117645
0, 300,16,1,4.709715639810428,9.00148104265403
0, 300,17,1,7.442583732057418,7.851973684210519
0, 300,18,1,6.514668367346937,11.879464285714281
0, 300,19,1,11.688788659793815,7.065077319587627
0, 300,20,1,9.640858208955217,9.062810945273633
0, 300,21,1,9.818621134020612,12.332474226804123
0, 300,22,1,9.082107843137257,12.54963235294117
0, 300,23,1,7.578749999999996,3.3246875000000005
0, 300,24,1,8.047447643979057,12.310536649214656
0, 300,25,1,5.769817073170733,5.353353658536587
0, 300,26,1,4.871710526315789,8.286483253588521
0, 300,27,1,7.55492424242424,4.427398989898989
0, 300,28,1,5.137626262626266,5.687500000000001
0, 300,29,1,5.029306220095694,6.878289473684211
0, 300,30,1,8.099628712871295,9.49257425742574
0, 300,31,1,4.317382812499997,9.637695312499996
0, 300,32,1,6.088068181818184,4.788510101010102
0, 300,33,1,6.777564102564099,4.5205128205128196
0, 300,34,1,6.542367788461541,5.775841346153847
0, 300,35,1,5.716053299492385,6.438769035532994
0, 300,36,1,5.071120689655167,7.571736453201966
0, 300,37,1,9.864632701421801,6.992594786729856
0, 300,38,1,8.405805687203783,11.740817535545027
0, 300,39,1,7.422164351851848,10.279224537037035
0, 300,40,1,8.691915760869565,6.6358695652173925
0, 300,41,1,8.188112745098048,10.6985294117647
0, 300,42,1,7.761697860962564,8.643716577540113
0, 300,43,1,3.152134146341463,5.6588414634146345
0, 300,44,1,9.730034722222218,10.95688657407407
0, 300,45,1,2.967830882352942,8.859068627450982
0, 300,46,1,9.20222355769229,11.451021634615383
0, 300,47,1,8.2678125,4.224687499999997
0, 300,48,1,7.133353960396039,9.063428217821771
0, 300,49,1,9.695652173913034,10.130736714975846
0, 300,50,1,11.599137931034477,4.77247536945813
0, 300,51,2,11.745813397129178,6.056220095693781
0, 300,52,2,5.889492753623188,3.8155193236714973
0, 300,53,2,4.127934272300471,7.655516431924884
